location,customer_type,preferred_language,make,model,year_of_purchase,age_of_vehicle,fuel_type,transmission,odometer_reading,warranty_status,insurance_status,last_service_type,service_center,number_of_services,last_service_kms,avg_kms_per_month,next_service_due_kms,next_service_due_days,AMC_status,pending_service,response,follow_up_required,telecaller_name,service_booked,call_duration_sec,remark,eligible_offer_code,offer_description,offer_valid_till,sent_sms,sms_delivered,sms_clicked,sent_Whats,Whats_delivered,Whats_clicked,sent_email,clicked_email,email_opened,last_service_cost,feedback_score,pickup_drop_required,customer_feedback,days_since_last_service,days_until_next_service,days_since_follow_up,days_since_feedback,days_since_last_call,alert_due
Anna Nagar,Corporate,English,Hyundai,Creta,2017,8,Diesel,Automatic,18658,Expired,Expired,Minor,Anna Nagar,7,15335,192,25335,180,No,Yes,Busy,Yes,Donna,No,279,Booked,OFF706,Engine Oil Discount,02-08-2025,No,No,No,No,No,No,Yes,Yes,No,12841,3,No,Poor Service,311,-131,10.0,310,16,True
T Nagar,Retail,English,Ford,Aspire,2021,4,Electric,Manual,83098,Expired,Expired,Minor,T Nagar,5,80298,1696,90298,180,No,No,No Response,No,Kelly,No,115,Already serviced,OFF401,10% OFF Labour,22-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,8580,5,Yes,Poor Service,93,87,0.0,149,42,False
Anna Nagar,Fleet,Tamil,Toyota,Yaris,2022,3,Electric,Automatic,14910,Active,Active,Major,Anna Nagar,3,11378,403,21378,91,No,Yes,Denied,No,Michele,No,151,Booked,OFF863,Engine Oil Discount,25-07-2025,No,No,No,No,No,No,No,No,No,14093,4,Yes,Poor Service,53,-50,0.0,-69,175,True
T Nagar,Fleet,Hindi,Maruti,Baleno,2016,9,Diesel,Manual,73284,Expired,Expired,Minor,T Nagar,10,71162,672,81162,299,Yes,No,Positive,Yes,Vanessa,Yes,127,Already serviced,OFF606,10% OFF Labour,24-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,14813,1,No,Average,267,-57,-6.0,237,206,True
OMR,Fleet,English,Honda,City,2020,5,Diesel,Automatic,38885,Expired,Expired,Major,OMR,3,34106,637,44106,32,No,Yes,No Response,Yes,John,No,63,Not interested,OFF486,Engine Oil Discount,08-08-2025,No,No,No,No,No,No,Yes,No,No,4020,3,Yes,Unresponsive,114,-52,147.0,84,34,True
Velachery,Retail,Tamil,Toyota,Yaris,2016,9,Diesel,Automatic,27635,Expired,Active,Major,Velachery,9,24941,254,34941,180,Yes,Yes,Positive,Yes,Angela,Yes,300,Booked,OFF595,15% OFF AMC,21-07-2025,No,No,No,No,No,No,No,No,No,8639,2,No,Satisfied,231,97,-6.0,229,147,False
OMR,Retail,Tamil,Hyundai,Creta,2019,6,Petrol,Automatic,22234,Expired,Expired,Major,OMR,6,18513,305,28513,180,Yes,Yes,Denied,No,Megan,No,149,Already serviced,OFF771,10% OFF Labour,23-07-2025,Yes,No,No,Yes,No,No,Yes,No,Yes,3741,3,Yes,Poor Service,259,-79,0.0,255,175,True
T Nagar,Fleet,Tamil,Toyota,Etios,2017,8,Diesel,Automatic,101946,Expired,Expired,Minor,T Nagar,4,98390,1051,108390,239,No,No,Busy,Yes,Andrew,No,195,Booked,OFF879,15% OFF AMC,23-07-2025,No,No,No,No,No,No,No,No,No,5667,3,No,Unresponsive,360,-180,13.0,268,18,True
Anna Nagar,Corporate,Tamil,Maruti,Baleno,2017,8,Petrol,Automatic,111856,Expired,Active,Major,Anna Nagar,6,110610,1153,120610,180,No,No,Busy,No,Keith,No,65,Already serviced,OFF305,Engine Oil Discount,11-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10564,3,No,Unresponsive,64,116,0.0,62,206,False
Velachery,Fleet,Tamil,Toyota,Yaris,2020,5,Electric,Automatic,96954,Expired,Expired,Major,Velachery,8,95899,1589,105899,180,No,No,No Response,No,Valerie,No,87,Not interested,OFF802,10% OFF Labour,16-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,9626,4,Yes,Smooth Process,282,-102,0.0,279,175,True
OMR,Corporate,Hindi,Ford,Aspire,2018,7,Diesel,Manual,45774,Expired,Expired,Major,OMR,7,43398,539,53398,180,No,Yes,Denied,Yes,Jeffrey,No,43,Already serviced,OFF706,10% OFF Labour,30-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,9699,3,No,Average,343,-163,-6.0,339,147,True
Anna Nagar,Retail,Tamil,Hyundai,i20,2015,10,Diesel,Automatic,112769,Expired,Expired,Major,Anna Nagar,9,109058,932,119058,180,No,Yes,Busy,No,Mike,No,141,Booked,OFF693,10% OFF Labour,26-07-2025,No,No,No,No,No,No,Yes,No,Yes,11312,2,No,Delayed Pickup,353,32,0.0,350,32,False
T Nagar,Retail,Tamil,Maruti,Dzire,2022,3,Electric,Manual,59278,Active,Expired,Minor,T Nagar,9,56468,1602,66468,180,No,No,Denied,No,Jamie,No,248,Already serviced,OFF530,Engine Oil Discount,06-08-2025,No,No,No,No,No,No,Yes,Yes,No,4630,2,Yes,Average,224,-44,0.0,220,34,True
OMR,Corporate,English,Toyota,Yaris,2020,5,Electric,Automatic,89452,Expired,Active,Minor,OMR,4,88302,1466,98302,180,Yes,Yes,No Response,Yes,Charles,No,140,Not interested,OFF384,Free Wash,15-08-2025,No,No,No,No,No,No,Yes,No,No,12535,4,No,Average,318,-138,116.0,316,175,True
T Nagar,Corporate,Tamil,Toyota,Yaris,2019,6,Petrol,Automatic,38930,Expired,Active,Minor,T Nagar,8,34128,533,44128,121,Yes,No,Positive,No,Stephanie,Yes,242,Not interested,OFF913,10% OFF Labour,24-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,8566,2,Yes,Delayed Pickup,149,-204,0.0,118,33,True
OMR,Retail,English,Honda,Amaze,2016,9,Diesel,Manual,119491,Expired,Active,Minor,OMR,8,116054,1096,126054,-143,Yes,Yes,Busy,No,Shawn,No,202,Already serviced,OFF432,10% OFF Labour,01-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,11673,4,Yes,Satisfied,201,98,0.0,81,-128,False
Anna Nagar,Retail,Hindi,Toyota,Yaris,2022,3,Petrol,Automatic,94320,Active,Expired,Major,Anna Nagar,7,92709,2549,102709,91,No,No,Busy,No,Gary,No,153,Call back later,OFF407,Free Wash,02-08-2025,No,No,No,No,No,No,Yes,No,Yes,3845,5,No,Unresponsive,148,-173,0.0,26,17,True
Anna Nagar,Corporate,English,Honda,Amaze,2019,6,Diesel,Automatic,44701,Expired,Active,Minor,Anna Nagar,4,39921,612,49921,32,No,Yes,Denied,No,Christopher,No,59,Not interested,OFF106,Engine Oil Discount,31-07-2025,No,No,No,No,No,No,No,No,No,13778,5,Yes,Average,114,-52,0.0,-8,175,True
Velachery,Retail,English,Toyota,Innova,2018,7,Petrol,Automatic,60275,Expired,Active,Major,Velachery,6,58039,709,68039,180,Yes,No,No Response,Yes,Gwendolyn,No,90,Already serviced,OFF414,Free Wash,29-07-2025,No,No,No,No,No,No,No,No,No,13154,5,Yes,Smooth Process,163,17,14.0,161,15,False
T Nagar,Retail,Hindi,Honda,Jazz,2020,5,Petrol,Automatic,83472,Expired,Expired,Major,T Nagar,3,79544,1368,89544,121,No,No,Busy,No,Katherine,No,70,Already serviced,OFF740,Free Wash,26-07-2025,No,No,No,No,No,No,No,No,No,8985,5,No,Unresponsive,86,-143,0.0,25,43,True
OMR,Corporate,Hindi,Hyundai,i10,2016,9,Petrol,Automatic,35856,Expired,Active,Minor,OMR,3,30960,329,40960,180,No,No,Denied,No,Elizabeth,No,191,Call back later,OFF550,10% OFF Labour,22-07-2025,No,No,No,No,No,No,No,No,No,6647,4,No,Average,345,-165,0.0,343,116,True
Anna Nagar,Retail,Hindi,Maruti,Swift,2020,5,Petrol,Manual,80571,Expired,Expired,Minor,Anna Nagar,7,77245,1321,87245,386,No,No,Positive,No,Nicole,Yes,41,Not interested,OFF486,Engine Oil Discount,25-07-2025,No,No,No,No,No,No,Yes,Yes,No,14923,3,Yes,Poor Service,333,-210,0.0,242,36,True
OMR,Retail,Hindi,Toyota,Yaris,2020,5,Electric,Manual,24156,Expired,Active,Minor,OMR,10,19923,396,29923,180,Yes,Yes,No Response,No,Andrea,No,245,Already serviced,OFF842,Engine Oil Discount,14-08-2025,Yes,No,No,Yes,No,No,Yes,No,No,6827,2,No,Average,231,97,0.0,230,-37,False
Anna Nagar,Fleet,English,Honda,City,2018,7,Electric,Automatic,109266,Expired,Active,Minor,Anna Nagar,2,104967,1285,114967,446,Yes,No,Positive,No,Alexander,Yes,71,Already serviced,OFF232,15% OFF AMC,11-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,14780,4,No,Poor Service,241,-207,0.0,503,39,True
T Nagar,Retail,English,Ford,Aspire,2021,4,Electric,Manual,83098,Expired,Expired,Minor,T Nagar,5,80298,1696,90298,180,No,No,No Response,No,Kelly,No,115,Already serviced,OFF401,10% OFF Labour,22-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,5052,4,No,Unresponsive,93,87,0.0,208,42,False
OMR,Retail,English,Hyundai,Creta,2018,7,Electric,Manual,21510,Expired,Expired,Minor,OMR,2,18437,253,28437,180,No,No,Busy,No,Vincent,No,30,Call back later,OFF407,10% OFF Labour,05-08-2025,No,No,No,No,No,No,No,No,No,4850,5,Yes,Average,158,22,0.0,157,-98,False
Velachery,Corporate,English,Hyundai,Creta,2019,6,Diesel,Manual,21406,Expired,Expired,Major,Velachery,5,18278,293,28278,180,No,Yes,Denied,Yes,Elijah,No,106,Call back later,OFF680,10% OFF Labour,15-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11432,4,No,Smooth Process,110,70,11.0,109,15,False
Velachery,Fleet,Tamil,Maruti,Swift,2018,7,Diesel,Manual,22156,Expired,Expired,Minor,Velachery,6,18684,261,28684,180,No,Yes,Denied,Yes,Michael,No,70,Not interested,OFF949,15% OFF AMC,31-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,11149,4,No,Average,316,-136,-67.0,314,55,True
OMR,Corporate,Hindi,Ford,EcoSport,2022,3,Petrol,Manual,79758,Active,Expired,Minor,OMR,9,75800,2156,85800,180,No,No,Positive,No,Chad,Yes,121,Booked,OFF198,Free Wash,19-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5961,3,Yes,Delayed Pickup,132,48,0.0,131,15,False
T Nagar,Retail,Tamil,Ford,Figo,2021,4,Diesel,Automatic,94540,Expired,Active,Minor,T Nagar,3,89906,1929,99906,180,Yes,Yes,Busy,No,Anthony,No,179,Already serviced,OFF730,Engine Oil Discount,21-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,14372,2,No,Satisfied,255,-75,0.0,251,41,True
Velachery,Retail,Tamil,Ford,Figo,2021,4,Petrol,Automatic,93909,Expired,Active,Major,Velachery,5,92310,1917,102310,-54,Yes,No,Positive,Yes,Michelle,Yes,143,Already serviced,OFF207,10% OFF Labour,19-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,11633,2,No,Satisfied,172,38,10.0,113,14,False
Anna Nagar,Retail,Tamil,Hyundai,i20,2017,8,Electric,Automatic,80381,Expired,Expired,Major,Anna Nagar,1,75961,829,85961,180,No,No,Positive,Yes,Meghan,Yes,199,Not interested,OFF167,Free Wash,14-08-2025,No,No,No,No,No,No,Yes,No,Yes,7989,2,Yes,Average,141,39,13.0,139,18,False
Velachery,Fleet,English,Hyundai,i10,2022,3,Diesel,Automatic,91691,Active,Expired,Minor,Velachery,9,89135,2478,99135,239,No,No,Positive,Yes,William,Yes,177,Call back later,OFF864,10% OFF Labour,08-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,3158,4,No,Satisfied,265,4,19.0,321,-98,True
Velachery,Corporate,English,Toyota,Innova,2020,5,Petrol,Automatic,72908,Expired,Expired,Major,Velachery,5,69914,1195,79914,180,Yes,Yes,Positive,No,Jose,Yes,101,Call back later,OFF369,10% OFF Labour,07-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9703,4,No,Satisfied,167,13,0.0,165,-6,False
Velachery,Retail,English,Ford,Aspire,2020,5,Electric,Manual,66814,Expired,Expired,Major,Velachery,2,61844,1095,71844,123,Yes,No,Busy,No,Susan,No,106,Not interested,OFF738,Free Wash,03-08-2025,No,No,No,No,No,No,No,No,No,12062,3,Yes,Satisfied,210,-175,0.0,151,42,True
T Nagar,Retail,English,Honda,City,2018,7,Electric,Automatic,107501,Expired,Active,Minor,T Nagar,7,106080,1265,116080,180,Yes,Yes,Denied,Yes,Colton,No,233,Booked,OFF206,15% OFF AMC,03-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11759,4,Yes,Satisfied,64,116,-128.0,207,-98,False
Velachery,Retail,English,Toyota,Yaris,2021,4,Electric,Automatic,16967,Expired,Expired,Major,Velachery,2,15766,346,25766,180,No,No,Busy,No,Victoria,No,126,Already serviced,OFF280,15% OFF AMC,31-07-2025,No,No,No,No,No,No,No,No,No,12353,4,No,Delayed Pickup,141,39,0.0,139,-98,False
Anna Nagar,Corporate,Hindi,Maruti,Baleno,2015,10,Petrol,Automatic,62640,Expired,Expired,Minor,Anna Nagar,8,61339,518,71339,180,Yes,No,Busy,Yes,Erica,No,170,Not interested,OFF490,15% OFF AMC,30-07-2025,No,No,No,No,No,No,No,No,No,3445,3,Yes,Poor Service,220,-40,-6.0,219,55,True
Anna Nagar,Retail,English,Ford,Figo,2020,5,Diesel,Manual,49576,Expired,Expired,Minor,Anna Nagar,8,46881,813,56881,210,No,No,No Response,No,Marie,No,297,Not interested,OFF216,Free Wash,30-07-2025,No,No,No,No,No,No,No,No,No,6107,2,No,Smooth Process,120,60,0.0,-2,25,False
T Nagar,Fleet,Hindi,Maruti,Baleno,2016,9,Diesel,Manual,73284,Expired,Expired,Minor,T Nagar,10,71162,672,81162,299,Yes,No,Positive,Yes,Vanessa,Yes,127,Already serviced,OFF606,10% OFF Labour,24-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,3382,4,No,Satisfied,267,-57,-6.0,237,206,True
Anna Nagar,Fleet,English,Ford,Figo,2020,5,Electric,Manual,35249,Expired,Expired,Major,Anna Nagar,10,31262,578,41262,180,No,No,Denied,No,Matthew,No,133,Booked,OFF706,Free Wash,03-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,5721,4,Yes,Satisfied,260,-80,0.0,259,36,True
T Nagar,Retail,English,Maruti,Swift,2018,7,Diesel,Automatic,38080,Expired,Active,Major,T Nagar,8,33773,448,43773,180,No,Yes,Positive,Yes,Sara,Yes,250,Not interested,OFF533,Engine Oil Discount,10-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,3297,2,No,Smooth Process,228,-48,25.0,225,206,True
OMR,Retail,Hindi,Hyundai,Creta,2021,4,Electric,Automatic,34057,Expired,Expired,Minor,OMR,8,32771,695,42771,180,Yes,Yes,Busy,Yes,Angela,No,76,Call back later,OFF706,Free Wash,03-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,4146,3,No,Unresponsive,224,-44,38.0,221,40,True
OMR,Corporate,Hindi,Ford,EcoSport,2021,4,Petrol,Manual,13312,Expired,Expired,Minor,OMR,1,11494,272,21494,180,No,Yes,No Response,No,Kimberly,No,104,Booked,OFF807,15% OFF AMC,22-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,10418,5,Yes,Delayed Pickup,358,-121,0.0,297,206,True
OMR,Fleet,Tamil,Toyota,Innova,2017,8,Petrol,Manual,101248,Expired,Active,Minor,OMR,7,96516,1044,106516,180,No,No,Busy,No,Victor,No,213,Booked,OFF983,Free Wash,13-08-2025,No,No,No,No,No,No,No,No,No,3376,3,No,Average,311,-131,0.0,310,-37,True
Anna Nagar,Retail,Tamil,Hyundai,Creta,2015,10,Electric,Manual,67941,Expired,Active,Minor,Anna Nagar,5,65123,562,75123,180,Yes,Yes,Positive,No,Rebecca,Yes,133,Call back later,OFF483,Free Wash,15-08-2025,Yes,No,No,Yes,No,No,Yes,No,No,12696,5,No,Satisfied,263,65,0.0,260,43,False
Velachery,Corporate,Hindi,Ford,EcoSport,2021,4,Diesel,Automatic,97382,Expired,Expired,Major,Velachery,3,93237,1987,103237,180,No,Yes,Positive,No,Dana,Yes,280,Already serviced,OFF336,Free Wash,31-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8753,3,No,Smooth Process,157,23,0.0,155,37,False
OMR,Corporate,English,Maruti,Dzire,2018,7,Petrol,Manual,50812,Expired,Expired,Major,OMR,3,49694,598,59694,358,No,Yes,Positive,No,Caroline,Yes,57,Booked,OFF536,Engine Oil Discount,03-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,6333,5,Yes,Smooth Process,269,-118,0.0,444,-98,True
Anna Nagar,Corporate,Hindi,Toyota,Etios,2019,6,Petrol,Automatic,70925,Expired,Expired,Minor,Anna Nagar,1,68256,972,78256,180,Yes,Yes,No Response,Yes,Patty,No,94,Not interested,OFF681,Engine Oil Discount,27-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,4634,4,No,Delayed Pickup,284,-104,55.0,283,116,True
OMR,Corporate,English,Ford,Aspire,2020,5,Petrol,Automatic,107260,Expired,Active,Major,OMR,8,102487,1758,112487,180,Yes,No,Denied,No,Christina,No,243,Not interested,OFF217,Engine Oil Discount,09-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4290,4,No,Poor Service,97,83,0.0,94,55,False
OMR,Corporate,Tamil,Ford,EcoSport,2020,5,Petrol,Automatic,108167,Expired,Active,Major,OMR,7,106964,1773,116964,180,Yes,Yes,Busy,Yes,Scott,No,135,Not interested,OFF767,Engine Oil Discount,30-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,6493,1,Yes,Poor Service,185,-5,206.0,184,37,True
Velachery,Corporate,English,Toyota,Etios,2021,4,Petrol,Automatic,45197,Expired,Expired,Major,Velachery,9,41830,922,51830,180,Yes,No,No Response,Yes,Mikayla,No,80,Already serviced,OFF116,10% OFF Labour,04-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10271,3,Yes,Delayed Pickup,74,106,147.0,73,175,False
Anna Nagar,Corporate,English,Hyundai,i10,2016,9,Electric,Manual,91123,Expired,Expired,Minor,Anna Nagar,4,88991,836,98991,180,Yes,Yes,Positive,Yes,Lisa,Yes,272,Already serviced,OFF280,Free Wash,05-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9868,4,Yes,Delayed Pickup,199,-19,10.0,197,16,True
T Nagar,Corporate,Hindi,Honda,Amaze,2018,7,Electric,Automatic,37752,Expired,Expired,Minor,T Nagar,3,35848,444,45848,180,No,Yes,Positive,Yes,Jennifer,Yes,57,Already serviced,OFF760,10% OFF Labour,11-08-2025,No,No,No,No,No,No,Yes,No,No,9929,5,No,Poor Service,94,86,34.0,149,40,False
T Nagar,Corporate,Tamil,Honda,Jazz,2021,4,Diesel,Manual,103315,Expired,Active,Minor,T Nagar,8,99052,2108,109052,180,Yes,No,Denied,Yes,Elizabeth,No,89,Already serviced,OFF778,Free Wash,15-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,13403,2,No,Delayed Pickup,75,105,15.0,74,19,False
OMR,Retail,Tamil,Hyundai,i10,2017,8,Diesel,Automatic,83005,Expired,Expired,Minor,OMR,2,80556,856,90556,180,Yes,No,Denied,Yes,Jesse,No,241,Already serviced,OFF897,10% OFF Labour,04-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,12040,5,No,Poor Service,220,-40,39.0,216,42,True
T Nagar,Fleet,Hindi,Maruti,Baleno,2018,7,Petrol,Automatic,14282,Expired,Active,Minor,T Nagar,6,9839,168,19839,356,No,No,Busy,No,Miranda,No,153,Already serviced,OFF297,Engine Oil Discount,10-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,14454,2,Yes,Smooth Process,364,-184,0.0,333,38,True
Anna Nagar,Fleet,Hindi,Honda,Jazz,2021,4,Petrol,Automatic,59996,Expired,Expired,Minor,Anna Nagar,1,57918,1224,67918,239,No,No,No Response,Yes,Kenneth,No,167,Booked,OFF254,10% OFF Labour,06-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4951,1,Yes,Satisfied,265,4,175.0,321,37,True
Anna Nagar,Retail,Hindi,Honda,Jazz,2019,6,Electric,Manual,114363,Expired,Active,Major,Anna Nagar,6,113081,1567,123081,180,No,Yes,Denied,No,Donna,No,84,Already serviced,OFF470,Engine Oil Discount,28-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,3991,3,No,Average,277,-97,0.0,276,15,True
T Nagar,Fleet,Tamil,Hyundai,Creta,2016,9,Electric,Automatic,68540,Expired,Active,Major,T Nagar,4,64701,629,74701,356,Yes,No,No Response,Yes,Sarah,No,30,Booked,OFF495,Engine Oil Discount,16-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,5555,3,No,Poor Service,364,-184,175.0,272,36,True
T Nagar,Retail,English,Maruti,Swift,2018,7,Diesel,Automatic,38080,Expired,Active,Major,T Nagar,8,33773,448,43773,180,No,Yes,Positive,Yes,Sara,Yes,250,Not interested,OFF533,Engine Oil Discount,10-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,4962,1,No,Smooth Process,228,-48,25.0,224,206,True
T Nagar,Corporate,English,Ford,Aspire,2019,6,Electric,Manual,96298,Expired,Expired,Minor,T Nagar,7,94088,1319,104088,121,Yes,Yes,Denied,No,Madison,No,87,Call back later,OFF611,10% OFF Labour,07-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,14990,4,No,Delayed Pickup,117,-144,0.0,26,18,True
Velachery,Retail,Tamil,Ford,Aspire,2017,8,Electric,Automatic,60012,Expired,Expired,Major,Velachery,10,55171,619,65171,298,Yes,Yes,Positive,Yes,Kevin,Yes,38,Already serviced,OFF206,Engine Oil Discount,23-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,7414,3,Yes,Poor Service,362,-182,86.0,270,33,True
Velachery,Retail,English,Toyota,Yaris,2021,4,Electric,Automatic,16967,Expired,Expired,Major,Velachery,2,15766,346,25766,180,No,No,Busy,No,Victoria,No,126,Already serviced,OFF280,15% OFF AMC,31-07-2025,No,No,No,No,No,No,No,No,No,13084,3,No,Poor Service,141,39,0.0,140,-98,False
Velachery,Corporate,Tamil,Toyota,Innova,2015,10,Electric,Manual,109973,Expired,Active,Minor,Velachery,2,108330,909,118330,180,Yes,Yes,Positive,Yes,Courtney,Yes,239,Already serviced,OFF805,Engine Oil Discount,11-08-2025,No,No,No,No,No,No,Yes,No,Yes,10260,5,No,Poor Service,232,66,86.0,228,116,False
OMR,Corporate,Hindi,Ford,EcoSport,2021,4,Petrol,Manual,33908,Expired,Active,Major,OMR,8,30378,692,40378,180,No,No,Denied,Yes,Michelle,No,39,Call back later,OFF150,10% OFF Labour,30-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,14841,3,No,Delayed Pickup,337,-157,86.0,336,175,True
T Nagar,Retail,English,Ford,EcoSport,2015,10,Diesel,Automatic,75358,Expired,Active,Major,T Nagar,4,71947,623,81947,35,No,No,Denied,No,Kimberly,No,70,Booked,OFF350,15% OFF AMC,01-08-2025,Yes,No,No,Yes,No,No,Yes,No,Yes,11153,3,Yes,Poor Service,175,-54,0.0,86,33,True
Velachery,Fleet,Hindi,Honda,City,2016,9,Diesel,Manual,94896,Expired,Active,Major,Velachery,9,91007,871,101007,180,No,No,Denied,No,Martha,No,154,Already serviced,OFF664,Free Wash,17-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,13787,3,No,Unresponsive,218,-38,0.0,216,39,True
Velachery,Retail,Tamil,Toyota,Yaris,2016,9,Diesel,Automatic,27635,Expired,Active,Major,Velachery,9,24941,254,34941,180,Yes,Yes,Positive,Yes,Angela,Yes,300,Booked,OFF595,15% OFF AMC,21-07-2025,No,No,No,No,No,No,No,No,No,8958,5,No,Average,231,97,-6.0,230,147,False
Velachery,Corporate,Tamil,Honda,City,2016,9,Electric,Manual,87018,Expired,Active,Minor,Velachery,1,85647,798,95647,326,Yes,No,No Response,No,Daniel,No,112,Call back later,OFF617,10% OFF Labour,01-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,7861,4,Yes,Poor Service,61,119,0.0,-61,-6,False
T Nagar,Retail,Tamil,Maruti,Dzire,2022,3,Electric,Manual,59278,Active,Expired,Minor,T Nagar,9,56468,1602,66468,180,No,No,Denied,No,Jamie,No,248,Already serviced,OFF530,Engine Oil Discount,06-08-2025,No,No,No,No,No,No,Yes,Yes,No,8637,4,No,Satisfied,224,-44,0.0,221,34,True
T Nagar,Corporate,English,Toyota,Yaris,2018,7,Electric,Manual,104841,Expired,Expired,Major,T Nagar,8,100459,1233,110459,180,Yes,No,Positive,No,Matthew,Yes,70,Booked,OFF889,15% OFF AMC,04-08-2025,No,No,No,No,No,No,No,No,No,3636,3,No,Average,373,-193,0.0,371,42,True
OMR,Fleet,Tamil,Ford,EcoSport,2017,8,Petrol,Automatic,75546,Expired,Active,Minor,OMR,3,71624,779,81624,64,No,No,Denied,Yes,John,No,293,Call back later,OFF435,15% OFF AMC,13-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,13751,4,No,Satisfied,176,-85,206.0,148,36,True
OMR,Corporate,Tamil,Ford,EcoSport,2020,5,Petrol,Automatic,108167,Expired,Active,Major,OMR,7,106964,1773,116964,180,Yes,Yes,Busy,Yes,Scott,No,135,Not interested,OFF767,Engine Oil Discount,30-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,5627,4,No,Average,185,-5,206.0,211,37,True
OMR,Fleet,English,Toyota,Innova,2020,5,Diesel,Manual,91506,Expired,Active,Major,OMR,8,89978,1500,99978,180,Yes,Yes,Busy,No,Philip,No,81,Already serviced,OFF605,15% OFF AMC,08-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,9210,4,No,Satisfied,371,-191,0.0,370,17,True
Velachery,Fleet,Tamil,Honda,City,2015,10,Electric,Manual,27324,Expired,Active,Minor,Velachery,3,22480,226,32480,180,Yes,Yes,Positive,No,Jessica,Yes,73,Call back later,OFF242,Engine Oil Discount,04-08-2025,No,No,No,No,No,No,Yes,No,Yes,8273,4,No,Satisfied,275,-95,0.0,568,-128,True
T Nagar,Corporate,Hindi,Ford,EcoSport,2018,7,Petrol,Automatic,75647,Expired,Expired,Major,T Nagar,2,72850,890,82850,180,No,No,Positive,Yes,James,Yes,294,Not interested,OFF203,10% OFF Labour,05-08-2025,No,No,No,No,No,No,Yes,No,Yes,10265,3,No,Smooth Process,228,-48,13.0,226,15,True
T Nagar,Retail,Tamil,Ford,Aspire,2022,3,Electric,Manual,25036,Active,Expired,Major,T Nagar,10,20274,677,30274,180,Yes,Yes,No Response,No,Marcus,No,88,Already serviced,OFF362,15% OFF AMC,03-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,11539,2,No,Unresponsive,141,39,0.0,139,175,False
Anna Nagar,Retail,English,Honda,Amaze,2019,6,Diesel,Automatic,66841,Expired,Active,Major,Anna Nagar,6,62769,916,72769,180,Yes,Yes,Denied,Yes,Sylvia,No,144,Call back later,OFF316,10% OFF Labour,10-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,11335,2,Yes,Smooth Process,292,95,12.0,291,14,False
