location,customer_type,preferred_language,make,model,year_of_purchase,age_of_vehicle,fuel_type,transmission,odometer_reading,warranty_status,insurance_status,last_service_type,service_center,number_of_services,last_service_kms,avg_kms_per_month,next_service_due_kms,next_service_due_days,AMC_status,pending_service,response,follow_up_required,telecaller_name,service_booked,call_duration_sec,remark,eligible_offer_code,offer_description,offer_valid_till,sent_sms,sms_delivered,sms_clicked,sent_Whats,Whats_delivered,Whats_clicked,sent_email,clicked_email,email_opened,last_service_cost,feedback_score,pickup_drop_required,customer_feedback,days_since_last_service,days_until_next_service,days_since_follow_up,days_since_feedback,days_since_last_call,alert_due,feedback_sentiment,service_urgent,predicted_urgency,customer_segment,personalized_message,preferred_channels
OMR,Corporate,Hindi,Ford,Figo,2022,3,Diesel,Automatic,70694,Active,Active,Major,OMR,8,69266,1911,79266,180,No,No,Positive,Yes,Carla,Yes,102,Not interested,OFF419,15% OFF AMC,20-07-2025,No,No,No,No,No,No,Yes,No,Yes,3816,4,No,Unresponsive,367,-187,-100.0,569,114,True,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Fleet,Hindi,Ford,Aspire,2018,7,Electric,Manual,40827,Expired,Expired,Minor,T Nagar,1,38343,480,48343,180,No,Yes,Positive,Yes,Marc,Yes,214,Call back later,OFF401,Engine Oil Discount,11-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,14304,3,Yes,Delayed Pickup,124,56,145.0,123,30,False,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Retail,English,Maruti,Swift,2018,7,Diesel,Automatic,38080,Expired,Active,Major,T Nagar,8,33773,448,43773,180,No,Yes,Positive,Yes,Sara,Yes,250,Not interested,OFF533,Engine Oil Discount,10-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,12929,3,No,Unresponsive,226,-46,23.0,224,204,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,Tamil,Hyundai,i10,2017,8,Diesel,Manual,96652,Expired,Active,Major,Velachery,2,93680,996,103680,180,No,No,Busy,Yes,Sherry,No,240,Booked,OFF349,10% OFF Labour,01-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,14963,5,No,Poor Service,61,119,34.0,205,40,False,-0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Corporate,English,Hyundai,Creta,2021,4,Electric,Manual,60432,Expired,Expired,Major,Velachery,9,55907,1233,65907,61,Yes,Yes,No Response,No,Katie,No,87,Not interested,OFF545,Free Wash,25-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,14008,1,No,Smooth Process,82,-80,0.0,-10,16,True,0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 61 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Fleet,Tamil,Toyota,Innova,2019,6,Diesel,Manual,33536,Expired,Expired,Minor,Velachery,2,31066,459,41066,180,Yes,No,Positive,No,Joyce,Yes,146,Booked,OFF221,10% OFF Labour,30-07-2025,No,No,No,No,No,No,Yes,No,Yes,10805,5,No,Delayed Pickup,136,120,0.0,135,39,False,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Corporate,Hindi,Maruti,Dzire,2018,7,Electric,Automatic,102639,Expired,Expired,Minor,Anna Nagar,6,98369,1208,108369,34,No,No,No Response,No,Shelly,No,296,Call back later,OFF412,10% OFF Labour,14-08-2025,No,No,No,No,No,No,No,No,No,14991,2,No,Delayed Pickup,205,-84,0.0,85,145,True,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 34 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,Hindi,Honda,Jazz,2019,6,Petrol,Manual,28289,Expired,Active,Minor,Anna Nagar,1,27167,388,37167,445,Yes,Yes,Busy,Yes,Jason,No,131,Already serviced,OFF325,Engine Oil Discount,04-08-2025,No,No,No,No,No,No,Yes,Yes,No,5333,3,No,Unresponsive,270,-206,204.0,531,34,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 445 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Corporate,Hindi,Hyundai,i20,2017,8,Electric,Automatic,97342,Expired,Expired,Minor,Velachery,1,93850,1004,103850,180,No,No,Busy,Yes,Haley,No,40,Booked,OFF416,Free Wash,03-08-2025,No,No,No,No,No,No,Yes,Yes,No,5921,2,No,Smooth Process,374,-194,53.0,372,114,True,0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Corporate,English,Ford,Aspire,2017,8,Petrol,Manual,40065,Expired,Active,Minor,Anna Nagar,1,37944,413,47944,180,Yes,Yes,Denied,Yes,Sean,No,132,Booked,OFF985,10% OFF Labour,07-08-2025,No,No,No,No,No,No,No,No,No,9907,2,Yes,Poor Service,333,-153,84.0,508,30,True,-0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Fleet,English,Toyota,Yaris,2017,8,Petrol,Automatic,33784,Expired,Active,Minor,Velachery,7,32380,348,42380,150,No,Yes,Denied,No,Jerome,No,162,Already serviced,OFF947,10% OFF Labour,25-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,4927,3,No,Delayed Pickup,148,32,0.0,56,34,False,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 150 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Retail,Tamil,Toyota,Etios,2018,7,Electric,Manual,29975,Expired,Expired,Minor,OMR,3,25837,353,35837,180,No,Yes,Denied,Yes,Lindsey,No,190,Call back later,OFF402,Free Wash,20-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,13463,1,No,Average,86,-200,11.0,25,15,True,-0.15,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Corporate,Tamil,Toyota,Yaris,2021,4,Diesel,Automatic,101765,Expired,Active,Minor,OMR,3,97097,2077,107097,180,Yes,No,Denied,No,Rachel,No,194,Already serviced,OFF280,15% OFF AMC,11-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,9286,3,No,Unresponsive,333,-153,0.0,477,34,True,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Corporate,English,Honda,Jazz,2016,9,Petrol,Automatic,58033,Expired,Active,Major,OMR,3,53614,532,63614,475,No,No,Denied,Yes,Erin,No,146,Already serviced,OFF215,15% OFF AMC,10-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,9459,3,Yes,Poor Service,271,-91,31.0,564,36,True,-0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 475 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Corporate,Tamil,Toyota,Yaris,2020,5,Petrol,Automatic,39260,Expired,Active,Major,Velachery,5,37739,644,47739,180,Yes,Yes,Denied,Yes,Alexander,No,192,Call back later,OFF754,10% OFF Labour,31-07-2025,No,No,No,No,No,No,Yes,No,No,10227,4,Yes,Poor Service,163,17,37.0,159,39,False,-0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Fleet,English,Ford,Figo,2018,7,Electric,Automatic,82764,Expired,Expired,Minor,OMR,8,77828,974,87828,266,No,Yes,Positive,Yes,Allison,Yes,169,Not interested,OFF959,Engine Oil Discount,06-08-2025,No,No,No,No,No,No,Yes,No,Yes,4140,4,Yes,Poor Service,89,91,9.0,-34,13,False,-0.4,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 266 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Corporate,Tamil,Maruti,Dzire,2016,9,Petrol,Manual,30632,Expired,Active,Minor,Velachery,8,26921,281,36921,240,No,No,Denied,No,Michael,No,169,Call back later,OFF873,10% OFF Labour,04-08-2025,No,No,No,No,No,No,No,No,No,6066,4,No,Poor Service,326,-57,0.0,235,39,True,-0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 240 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Corporate,Hindi,Maruti,Baleno,2022,3,Diesel,Automatic,54112,Active,Expired,Major,Velachery,4,49258,1462,59258,180,No,No,Denied,Yes,Michael,No,199,Booked,OFF103,Engine Oil Discount,23-07-2025,No,No,No,No,No,No,Yes,No,No,12753,4,No,Poor Service,153,27,-130.0,149,-39,False,-0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,Tamil,Hyundai,Creta,2019,6,Petrol,Automatic,26682,Expired,Expired,Minor,Anna Nagar,3,24032,366,34032,180,Yes,No,Denied,Yes,Michael,No,58,Not interested,OFF949,10% OFF Labour,03-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,11819,1,No,Poor Service,222,-42,36.0,219,37,True,-0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,Hindi,Toyota,Innova,2015,10,Petrol,Automatic,40375,Expired,Active,Major,Velachery,4,39200,334,49200,180,Yes,No,Denied,No,Ana,No,262,Booked,OFF140,15% OFF AMC,25-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,7996,3,No,Delayed Pickup,86,-200,0.0,-6,204,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Retail,English,Maruti,Baleno,2016,9,Petrol,Automatic,74454,Expired,Active,Minor,T Nagar,3,70132,683,80132,180,No,Yes,Busy,Yes,Bradley,No,243,Call back later,OFF894,Engine Oil Discount,10-08-2025,No,No,No,No,No,No,No,No,No,5183,2,No,Average,45,120,17.0,41,-8,False,-0.15,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,Tamil,Hyundai,Creta,2015,10,Electric,Manual,67941,Expired,Active,Minor,Anna Nagar,5,65123,562,75123,180,Yes,Yes,Positive,No,Rebecca,Yes,133,Call back later,OFF483,Free Wash,15-08-2025,Yes,No,No,Yes,No,No,Yes,No,No,4051,5,No,Unresponsive,261,67,0.0,258,41,False,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,Tamil,Hyundai,Creta,2015,10,Electric,Automatic,17094,Expired,Expired,Minor,Velachery,9,13781,141,23781,180,Yes,No,Busy,Yes,Danny,No,231,Already serviced,OFF870,10% OFF Labour,16-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,8419,3,No,Unresponsive,60,120,35.0,146,36,False,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,Tamil,Hyundai,Creta,2019,6,Petrol,Automatic,26682,Expired,Expired,Minor,Anna Nagar,3,24032,366,34032,180,Yes,No,Denied,Yes,Michael,No,58,Not interested,OFF949,10% OFF Labour,03-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,10194,2,Yes,Satisfied,222,-42,36.0,220,37,True,0.5,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Retail,Tamil,Maruti,Swift,2022,3,Electric,Automatic,29323,Active,Expired,Minor,OMR,10,27012,793,37012,358,No,Yes,No Response,No,Emily,No,140,Already serviced,OFF398,Engine Oil Discount,21-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10633,3,Yes,Poor Service,330,-177,0.0,269,13,True,-0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 358 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Retail,English,Maruti,Baleno,2016,9,Petrol,Automatic,74454,Expired,Active,Minor,T Nagar,3,70132,683,80132,180,No,Yes,Busy,Yes,Bradley,No,243,Call back later,OFF894,Engine Oil Discount,10-08-2025,No,No,No,No,No,No,No,No,No,10941,5,No,Delayed Pickup,45,120,17.0,41,-8,False,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Fleet,Hindi,Ford,Aspire,2020,5,Diesel,Automatic,18050,Expired,Active,Minor,T Nagar,6,15622,296,25622,180,Yes,No,Denied,Yes,Nicole,No,206,Not interested,OFF521,15% OFF AMC,27-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,9238,4,No,Poor Service,310,-130,145.0,308,31,True,-0.4,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Corporate,Tamil,Ford,Figo,2017,8,Petrol,Automatic,72515,Expired,Active,Major,T Nagar,3,68720,748,78720,209,No,Yes,Positive,Yes,James,Yes,102,Call back later,OFF613,15% OFF AMC,05-08-2025,No,No,No,No,No,No,Yes,No,Yes,13543,3,Yes,Unresponsive,87,93,39.0,-36,41,False,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 209 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,English,Maruti,Dzire,2019,6,Diesel,Automatic,88986,Expired,Expired,Minor,Anna Nagar,6,86155,1219,96155,180,Yes,No,Denied,No,Adam,No,59,Booked,OFF787,Engine Oil Discount,06-08-2025,No,No,No,No,No,No,Yes,Yes,No,11544,2,No,Average,252,-72,0.0,249,204,True,-0.15,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,Hindi,Maruti,Baleno,2017,8,Petrol,Automatic,69270,Expired,Active,Minor,Anna Nagar,2,64978,714,74978,180,Yes,Yes,Positive,Yes,Elizabeth,Yes,143,Call back later,OFF302,Engine Oil Discount,06-08-2025,No,No,No,No,No,No,Yes,No,No,10373,2,No,Average,190,-10,-130.0,187,84,True,-0.15,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Corporate,Tamil,Toyota,Etios,2015,10,Diesel,Manual,52368,Expired,Expired,Minor,Anna Nagar,7,48353,433,58353,-57,No,Yes,Positive,Yes,Shane,Yes,200,Call back later,OFF582,15% OFF AMC,12-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3586,2,Yes,Delayed Pickup,141,-21,12.0,49,13,True,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in -57 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Fleet,Hindi,Hyundai,i10,2019,6,Petrol,Manual,96463,Expired,Active,Minor,Velachery,6,93481,1321,103481,180,Yes,Yes,No Response,Yes,Matthew,No,45,Booked,OFF630,Free Wash,03-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,13526,4,No,Poor Service,161,19,39.0,160,41,False,-0.4,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Fleet,Tamil,Ford,Figo,2022,3,Electric,Automatic,94661,Active,Active,Minor,OMR,10,91081,2558,101081,209,No,Yes,Positive,Yes,Adam,Yes,57,Call back later,OFF868,Engine Oil Discount,28-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6763,3,Yes,Unresponsive,87,93,15.0,26,-69,False,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 209 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Fleet,Hindi,Toyota,Yaris,2022,3,Diesel,Manual,20835,Active,Active,Minor,Velachery,1,18710,563,28710,180,Yes,No,Busy,No,Ryan,No,283,Booked,OFF686,10% OFF Labour,27-07-2025,No,No,No,No,No,No,No,No,No,4361,3,Yes,Poor Service,104,76,0.0,102,40,False,-0.4,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,Hindi,Ford,EcoSport,2016,9,Petrol,Automatic,108601,Expired,Active,Major,Anna Nagar,3,105237,996,115237,180,Yes,No,Denied,No,Lisa,No,104,Call back later,OFF323,Free Wash,26-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,3241,1,No,Delayed Pickup,197,-17,0.0,193,-39,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Corporate,English,Hyundai,Creta,2015,10,Electric,Automatic,10560,Expired,Active,Minor,Anna Nagar,9,5893,87,15893,180,No,No,Positive,Yes,Natasha,Yes,45,Already serviced,OFF788,10% OFF Labour,12-08-2025,No,No,No,No,No,No,No,No,No,13832,5,No,Unresponsive,107,103,36.0,104,41,False,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Corporate,Tamil,Ford,EcoSport,2016,9,Petrol,Manual,74542,Expired,Active,Major,OMR,5,71040,684,81040,-113,Yes,Yes,Positive,No,Linda,Yes,140,Already serviced,OFF944,Free Wash,09-08-2025,No,No,No,No,No,No,Yes,Yes,No,5079,4,No,Average,168,101,0.0,79,30,False,-0.15,1,1,High Priority,"Dear Corporate Customer,

Your vehicle needs servicing soon. Please book promptly for preferred slots.
Service is due in -113 days.

Best regards,
AutoMoto AI Service Team","['WhatsApp', 'Email']"
Velachery,Corporate,Tamil,Ford,EcoSport,2021,4,Electric,Automatic,56112,Expired,Expired,Major,Velachery,5,54168,1145,64168,358,Yes,Yes,No Response,Yes,Teresa,No,124,Call back later,OFF321,Engine Oil Discount,17-08-2025,No,No,No,No,No,No,No,No,No,13850,2,No,Smooth Process,330,-177,34.0,269,40,True,0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 358 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Fleet,Hindi,Toyota,Yaris,2016,9,Diesel,Manual,43386,Expired,Active,Major,OMR,9,38595,398,48595,5,Yes,No,Denied,Yes,Julia,No,199,Not interested,OFF779,10% OFF Labour,11-08-2025,No,No,No,No,No,No,No,No,No,10710,3,No,Poor Service,204,-53,173.0,145,34,True,-0.4,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 5 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
